34608	11.041793	1.458259	3
3628	3.994456	0.015947	2
60978	8.579115	0.951020	1
49947	10.634796	1.570271	3
11204	0.000000	0.964906	2
17157	0.000000	0.481807	2
5024	4.350698	0.333844	2
66699	13.447466	0.296894	1
33777	13.174531	1.219743	3
26047	3.821901	0.475620	3
77013	12.851345	1.484033	1
9768	8.736324	0.805171	2
24674	5.966870	0.696182	3
31479	4.486517	0.173778	1
59820	8.909954	1.094307	3
3071	3.544065	0.144660	2
17192	4.176360	1.318659	2
34847	4.055415	0.221840	1
44869	7.760143	0.406971	3
34195	0.941135	0.573915	1
29868	12.285966	1.237922	3
47943	8.191037	1.402682	3
68077	8.634175	0.035699	1
4381	1.500016	0.245986	2
36014	12.516848	0.328530	3
12692	2.128155	0.765289	2
27591	9.961387	0.309553	3
36532	3.596788	0.553388	1
43662	4.913266	0.142606	1
2074	8.640876	0.378686	2
14615	4.482088	0.164271	2
33238	10.674072	0.426462	3
53270	4.668997	1.422323	1
50734	12.084040	1.331357	3
65030	7.542408	0.533752	1
51693	10.636634	0.639552	3
24956	3.452962	1.083518	1
61445	3.679049	1.047151	1
24956	5.300497	0.945293	1
10821	2.954494	1.159751	2
10207	5.524626	0.161232	2
14826	0.593240	0.470635	2
52272	2.720851	1.671109	1
4650	5.424080	1.125817	2
13102	2.596000	0.416713	2
43096	10.107161	1.040155	3
4338	0.000000	0.798649	2
1026	2.675230	0.185632	2
39692	7.803606	1.537368	3
66185	7.333743	0.037447	1
41849	10.687481	0.002484	3
33192	4.324195	0.981449	1
43517	5.479998	0.611479	3
40686	11.441227	0.944822	3
6153	2.304560	1.269238	2
9034	0.000000	0.598421	2
28876	2.582042	1.161860	1
7796	0.798265	0.719535	2
18528	3.926138	1.484152	2
44576	10.492377	0.522458	3
11167	6.645940	1.454256	2
13911	2.870064	0.465976	2
62476	10.134410	0.876807	1
2881	0.816762	0.438508	2
65429	8.309529	0.385904	1
40534	9.619393	1.429622	3
36847	10.915219	1.123282	3
16165	4.916574	1.336051	2
15219	0.914412	0.209511	2
79111	7.797109	0.114526	1
55237	5.141547	1.316092	1
20802	8.361029	1.111236	3
28866	9.963344	1.588836	3
11117	0.000000	0.758010	2
41256	11.182053	1.664483	3
77417	19.181507	0.554139	1
62879	5.319224	0.206043	1
12801	3.726534	0.618703	2
15307	7.947416	1.049323	3
38031	11.709279	0.029229	3
37692	7.331087	1.509114	3
74999	10.319483	0.697180	1
63122	7.715869	1.269918	1
29481	5.148956	1.518821	1
51998	4.649563	0.663296	1
32498	9.907375	0.356711	3
33467	8.846117	0.778968	3
23129	9.605788	0.237298	3
4846	2.393199	0.179339	2
15178	2.755453	0.756125	2
52505	10.151807	1.562480	3
44763	2.061562	1.350021	1
29468	11.644509	1.224902	3
10215	7.741812	0.624205	2
24842	3.859687	0.467803	1
5756	4.120161	1.388345	2
41622	10.541157	0.927534	3
62116	8.981319	1.169966	1
22576	4.654197	1.305862	3
52223	2.048104	1.617868	1
35898	8.786784	1.402638	3
30905	9.918141	0.583812	3
10547	1.485644	1.571178	2
36528	7.503653	1.168363	3
59556	2.755109	1.345623	1
48768	9.016130	0.055059	3
22953	9.246567	1.245157	3
41970	7.398985	1.108109	3
74023	14.429943	0.942227	1
15597	6.629354	1.420069	2
48578	12.016683	1.258495	3
2165	2.253398	0.891106	2
11947	3.625878	1.388799	2
26291	10.173167	0.314556	3
53437	11.207427	0.443173	3
68049	10.112226	1.020334	3
70254	9.633471	1.488422	1
8016	3.272976	1.516525	2
33631	8.476512	0.954998	3
37519	8.266288	0.152002	3
70947	10.413174	0.269364	1
52234	1.166820	1.548536	1
76480	14.218239	0.063199	1
5165	0.765292	0.728194	2
54926	4.016231	0.663863	1
77687	9.285746	0.449129	1
31021	10.500779	0.939844	3
60935	7.459885	1.576076	1
0	3.438385	1.090925	2
50726	10.591285	0.045958	3
35860	4.294561	0.793383	1
8156	5.823480	0.562734	2
80684	8.878045	1.549625	1
11803	5.652910	0.350626	2
10571	3.550262	0.911880	2
31212	10.505444	0.141146	3
70728	8.475796	0.445384	1
32868	11.782799	0.731270	3
28543	11.591885	0.862771	3
19541	12.306115	0.301364	3
33337	10.032344	1.361927	3
40737	11.461342	0.971561	3
42020	4.231084	1.669809	1
9271	3.292159	0.277773	2
36611	1.063209	0.972788	1
12432	3.364732	1.111598	2
46737	8.284458	0.765040	3
9454	3.294676	0.223821	2
6458	9.463094	0.729934	2
26804	9.142054	1.667730	3
57874	11.510000	0.227044	1
30636	10.517153	1.024842	3
13265	1.340832	0.371378	2
4549	0.000000	1.490680	2
2447	3.661579	0.500894	2
32744	11.028009	1.560541	3
22265	4.247128	1.050994	1
51077	2.866206	1.121818	1
75521	11.731338	0.116870	1
34114	5.306577	0.434225	1
62298	10.222918	1.240616	1
15270	2.834346	1.002167	2
5230	3.132689	1.204915	2
37349	11.836199	0.530648	3
45981	10.652835	0.858483	3
63255	11.283992	0.465136	1
45247	4.268933	0.272755	1
40866	8.397969	1.067874	3
38510	1.018095	0.304044	1
52563	2.713180	0.455835	1
11672	0.154113	0.071923	2
13962	2.002082	1.308294	2
61462	4.594334	1.325148	3
32636	9.757381	1.220683	3
35670	9.046474	1.596410	3
69338	13.685988	1.695412	1
4665	3.479799	0.100667	2
9154	2.081391	0.551571	2
28764	8.938567	0.376069	3
3486	3.131320	1.438615	2
8210	4.986422	0.590548	2
36437	1.937050	0.730032	1
58213	2.041204	0.827422	1
34339	11.442085	1.086775	3
